,question,answer
4005,Phương pháp Xác định hiệu giá vắc xin quai bị yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""hiệu giá vắc xin quai bị"" RETURN c.id"
4006,Mẻ gặt đơn được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""mẻ gặt đơn"" RETURN t.id"
4007,Virus quai bị tác động lên vi sinh vật nào?,"MATCH (o1:ORGANISM)-[:TARGETS]->(o2:ORGANISM) WHERE toLower(o1.id) CONTAINS ""quai bị"" RETURN o2.id"
4008,Phương pháp RT-PCR yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""rt-pcr"" RETURN c.id"
4009,Phương pháp Trung hòa kháng nguyên yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""trung hòa kháng nguyên"" RETURN c.id"
4010,Phương pháp trung hòa vi lượng yêu cầu thuốc thử nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""trung hòa vi lượng"" RETURN c.id"
4011,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4012,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4013,Vắc xin quai bị sống giảm độc lực chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""quai bị"" RETURN c.id"
4014,Vắc xin quai bị sống giảm độc lực được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin quai bị sống giảm độc lực"" RETURN p.id"
4015,Mẻ gặt đơn chứa sinh vật nào,"MATCH (p:PRODUCTION_METHOD)-[:CONTAINS]->(o:ORGANISM) WHERE toLower(p.id) CONTAINS ""mẻ gặt đơn"" RETURN o.id"
4016,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4017,Hỗn dịch virus chứa hóa chất nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""hỗn dịch virus"" RETURN c.id"
4018,Vắc xin bán thành phẩm cuối cùng được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN p.id"
4019,Môi trường nuôi cấy yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""môi trường nuôi cấy"" RETURN c.id"
4020,Nuôi cấy tế bào được tiến hành trong điều kiện nào,"MATCH (p:PRODUCTION_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""nuôi cấy tế bào"" RETURN s.id"
4021,Trypsin có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""trypsin"" RETURN s.id"
4022,Chủng virus quai bị được sản xuất bằng phương pháp nào,"MATCH (o:ORGANISM)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(o.id) CONTAINS ""chủng virus quai bị"" RETURN p.id"
4023,Vắc xin thành phẩm có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" RETURN s.id"
4024,Vắc xin thành phẩm được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" RETURN t.id"
4025,Tế bào Vero có chỉ số kỹ thuật nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""vero"" RETURN s.id"
4026,Huyết thanh có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""huyết thanh"" RETURN s.id"
4027,Vắc xin được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN p.id"
4028,Tế bào phôi có tiêu chuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""tế bào phôi"" RETURN s.id"
4029,Thử nghiệm độc lực yêu cầu sinh vật nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(t.id) CONTAINS ""độc lực"" RETURN o.id"
4030,Vắc xin sống được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin sống"" RETURN t.id"
4031,Vắc xin quai bị được sản xuất từ vi sinh vật nào?,"MATCH (d:DRUG)-[:CONTAINS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""vắc xin quai bị"" RETURN o.id"
4032,Vắc xin có tiêu chuẩn nào,MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) RETURN s.id
4033,Vắc xin sống có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin sống"" RETURN s.id"
4034,Vắc xin được bảo quản tại điều kiện môi trường nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN s.id"
4035,Tế bào Vero được bảo quản tại điều kiện môi trường nào?,"MATCH (o:ORGANISM)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(o.id) CONTAINS ""tế bào vero"" RETURN s.id"
4036,Tế bào Vero được sản xuất bằng phương pháp nào,"MATCH (o:ORGANISM)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(o.id) CONTAINS ""tế bào vero"" RETURN p.id"
4037,Phương pháp nuôi cấy tế bào yêu cầu hóa chất nào,"MATCH (m:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(m.id) CONTAINS ""nuôi cấy tế bào"" RETURN c.id"
4038,Vắc xin mẫu thử được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin mẫu thử"" RETURN tm.id"
4039,Đo mật độ quang học có chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""đo mật độ quang học"" RETURN s.id"
4040,Vắc xin mẫu chuẩn được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin mẫu chuẩn"" RETURN t.id"
4041,Thử nghiệm độc lực yêu cầu vi sinh vật nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(t.id) CONTAINS ""độc lực"" RETURN o.id"
4042,Chủng virus quai bị được bảo quản ở điều kiện nào?,"MATCH (c:CHEMICAL)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(c.id) CONTAINS ""chủng virus quai bị"" RETURN s.id"
4043,Chủng virus quai bị được kiểm nghiệm bằng phương pháp nào?,"MATCH (o:ORGANISM)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""virus quai bị"" RETURN t.id"
4044,Vắc xin phòng HPV được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""vắc xin phòng hpv"" RETURN s.id"
4045,Vắc xin quai bị chứa vi sinh vật nào,"MATCH (d:DRUG)-[:CONTAINS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""vắc xin quai bị"" RETURN o.id"
4046,Tá chất có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""tá chất"" RETURN s.id"
4047,Vắc xin chứa hóa chất nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN c.id"
4048,Kỹ thuật ELISA yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""elisa"" RETURN c.id"
4049,Tá chất được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""tá chất"" RETURN t.id"
4050,Phương pháp kiểm tra chất gây sốt yêu cầu sinh vật nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(t.id) CONTAINS ""chất gây sốt"" RETURN o.id"
4051,Vắc xin phòng HPV được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin phòng hpv"" RETURN t.id"
4052,Vắc xin chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN c.id"
4053,Phiến được bảo quản tại điều kiện môi trường nào,"MATCH (c:CHEMICAL)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(c.id) CONTAINS ""phiến"" RETURN s.id"
4054,Vắc xin thành phẩm được kiểm nghiệm bằng phương pháp hóa học nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" AND (toLower(t.id) CONTAINS ""chất bảo quản"" OR toLower(t.id) CONTAINS ""ph"" OR toLower(t.id) CONTAINS ""nhận dạng"") RETURN t.id"
4055,Thử nghiệm công hiệu yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""công hiệu"" RETURN c.id"
4056,Phản ứng ELISA yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""elisa"" RETURN c.id"
4057,Kháng thể thỏ đa dòng kháng HPV 16 và 18 tác động lên vi sinh vật nào,"MATCH (c:CHEMICAL)-[:TARGETS]->(o:ORGANISM) WHERE toLower(c.id) CONTAINS ""kháng thể thỏ đa dòng kháng hpv 16 và 18"" RETURN o.id"
4058,Thử nghiệm nhận dạng có chỉ số kỹ thuật nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""nhận dạng"" RETURN s.id"
4059,Vắc xin phòng HPV tác động lên vi sinh vật nào,"MATCH (d:DRUG)-[:TARGETS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN o.id"
4060,HPV 16 có chỉ số kỹ thuật nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""hpv 16"" RETURN s.id"
4061,Thử nghiệm định lượng và nhận dạng kháng nguyên có tiêu chuẩn nào?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""định lượng và nhận dạng kháng nguyên"" RETURN s.id"
4062,Vắc xin Cervarix được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""cervarix"" RETURN t.id"
4063,Thử nghiệm định lượng và nhận dạng kháng nguyên yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""thử nghiệm định lượng và nhận dạng kháng nguyên"" RETURN c.id"
4064,Thử nghiệm định lượng và nhận dạng kháng nguyên yêu cầu thuốc nào,"MATCH (d:DRUG)-[:REQUIRES]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""thử nghiệm định lượng và nhận dạng kháng nguyên"" RETURN d.id"
4065,Thử nghiệm kiểm tra nội độc tố có chỉ số kỹ thuật nào?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""nội độc tố"" RETURN s.id"
4066,Vắc xin Gardasil được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""gardasil"" RETURN tm.id"
4067,Vắc xin thành phẩm được kiểm tra bằng phương pháp nào để xác định chất gây sốt?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" AND toLower(s.id) CONTAINS ""chất gây sốt"" RETURN tm.id"
4068,Thử nghiệm công hiệu có tiêu chuẩn nào?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""công hiệu"" RETURN s.id"
4069,Phương pháp hóa học xác định chỉ số kỹ thuật nào?,"MATCH (tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""phương pháp hóa học"" MATCH (d:DRUG)-[:TESTED_BY]->(tm) MATCH (d)-[:HAS_STANDARD]->(s:STANDARD) RETURN DISTINCT s.id"
4070,Phương pháp kiểm tra chất gây sốt trên thỏ yêu cầu sinh vật nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(t.id) CONTAINS ""chất gây sốt"" AND toLower(t.id) CONTAINS ""thỏ"" RETURN o.id"
4071,Vắc xin thành phẩm được kiểm nghiệm bằng phương pháp nào để kiểm tra nội độc tố,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" AND toLower(tm.id) CONTAINS ""nội độc tố"" RETURN tm.id"
4072,Vắc xin có chỉ số kỹ thuật nào về pH?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""ph"" RETURN s.id"
4073,Vắc xin được kiểm tra bằng phương pháp cảm quan nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(t.id) CONTAINS ""cảm quan"" RETURN t.id"
4074,Vắc xin thành phẩm chứa hóa chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN c.id"
4075,Vắc xin có chỉ số kỹ thuật nào về tính vô khuẩn?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(s.id) CONTAINS ""vô khuẩn"" RETURN s.id"
4076,Phương pháp ELISA yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""elisa"" RETURN c.id"
4077,Typ HPV được kiểm nghiệm bằng thử nghiệm hóa miễn dịch nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""hpv"" AND toLower(tm.id) CONTAINS ""hóa miễn dịch"" RETURN tm.id"
4078,Phương pháp cảm quan kiểm tra chỉ số kỹ thuật nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""cảm quan"" RETURN s.id"
4079,Phương pháp sử dụng kháng thể đặc hiệu xác định chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)<-[:TESTED_BY]-(d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""kháng thể đặc hiệu"" RETURN s.id"
4080,Thử nghiệm xác định hàm lượng chất bảo quản có chỉ số kỹ thuật nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""xác định hàm lượng chất bảo quản"" RETURN s.id"
4081,Vắc xin có chỉ số kỹ thuật nào về thể tích,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(s.id) CONTAINS ""thể tích"" RETURN s.id"
4082,Vắc xin phòng HPV có tiêu chuẩn thể tích nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""hpv"" AND toLower(s.id) CONTAINS ""thể tích"" RETURN s.id"
4083,Vắc xin bán thành phẩm được kiểm nghiệm bằng phương pháp công hiệu trên động vật thí nghiệm nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm"" AND toLower(t.id) CONTAINS ""công hiệu trên động vật thí nghiệm"" RETURN t.id"
4084,Vắc xin bán thành phẩm được kiểm nghiệm bằng phương pháp nào để xác định hàm lượng chất bảo quản?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm"" AND toLower(t.id) CONTAINS ""hàm lượng chất bảo quản"" RETURN t.id"
4085,Phương pháp gây miễn dịch trên chuột xác định chỉ số kỹ thuật nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""gây miễn dịch trên chuột"" RETURN s.id"
4086,Vắc xin được kiểm nghiệm bằng phương pháp sử dụng kháng thể đặc hiệu nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(t.id) CONTAINS ""kháng thể đặc hiệu"" RETURN t.id"
4087,Vắc xin phòng HPV được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN s.id"
4088,Vắc xin HPV được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN tm.id"
4089,Kháng thể kháng HPV được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""kháng thể kháng hpv"" RETURN tm.id"
4090,Vắc xin phòng HPV chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN c.id"
4091,Kỹ thuật ELISA yêu cầu chế phẩm nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""elisa"" RETURN d.id"
4092,Vắc xin mẫu chuẩn có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin mẫu chuẩn"" RETURN s.id"
4093,Vắc xin mẫu thử có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin mẫu thử"" RETURN s.id"
4094,Phương pháp Công hiệu in vivo yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""công hiệu in vivo"" RETURN c.id"
4095,Phương pháp Công hiệu in vivo yêu cầu sinh vật nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(t.id) CONTAINS ""công hiệu in vivo"" RETURN o.id"
4096,Vắc xin nhị giá được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin nhị giá"" RETURN t.id"
4097,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4098,Thuốc LCPV có tiêu chuẩn hàm lượng nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""lcpv"" AND toLower(s.id) CONTAINS ""hàm lượng"" RETURN s.id"
4099,Vắc xin HPV có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN s.id"
4100,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4101,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4102,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4103,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4104,Vắc xin bán thành phẩm cuối cùng có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN s.id"
4105,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4106,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4107,Mẫu kháng nguyên đơn giá có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá"" RETURN s.id"
4108,Typ kháng nguyên HPV được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""kháng nguyên hpv"" RETURN t.id"
4109,Typ kháng nguyên HPV có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""typ kháng nguyên hpv"" RETURN s.id"
4110,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4111,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4112,Typ kháng nguyên HPV được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""typ kháng nguyên hpv"" RETURN tm.id"
4113,Kháng nguyên đơn giá hấp phụ có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá hấp phụ"" RETURN s.id"
4114,Kháng nguyên đơn giá hấp phụ có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá hấp phụ"" RETURN s.id"
4115,Kháng nguyên đơn giá tinh khiết có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kháng nguyên đơn giá tinh khiết"" RETURN s.id"
4116,Kháng nguyên đơn giá hấp phụ có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kháng nguyên đơn giá hấp phụ"" RETURN s.id"
4117,Kháng nguyên đơn giá hấp phụ có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kháng nguyên đơn giá hấp phụ"" RETURN s.id"
4118,Vắc xin được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN p.id"
4119,Vắc xin có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN s.id"
4120,Kháng nguyên đơn giá hấp phụ chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""kháng nguyên đơn giá hấp phụ"" RETURN c.id"
4121,VLP được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vlp"" RETURN t.id"
4122,Kháng nguyên tinh khiết có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên tinh khiết"" RETURN s.id"
4123,Nuôi cấy tế bào côn trùng yêu cầu hóa chất nào?,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""nuôi cấy tế bào côn trùng"" RETURN c.id"
4124,Hóa chất có tiêu chuẩn nào,MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) RETURN s.id
